               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,            0.025467,           0.0074606,                   0,             0.89624,              0.8365,              0.8824,             0.41773,            0.024656,            0.026745,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.025586,           0.0073463,                   0,             0.88888,             0.84157,              0.8948,             0.41861,            0.024582,            0.026335,                   0,            0.007756,            0.007756,            0.007756
                  70,            0.025016,           0.0071777,                   0,               0.876,             0.84157,             0.88059,             0.41363,            0.024337,            0.026367,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.025207,           0.0074218,                   0,              0.8863,             0.83904,             0.88205,             0.42486,            0.024366,            0.025921,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.025039,           0.0071926,                   0,             0.87747,             0.82763,             0.87207,              0.4092,            0.025023,            0.026625,                   0,            0.007657,            0.007657,            0.007657
                  73,             0.02507,           0.0072746,                   0,             0.89431,             0.84791,             0.90155,             0.42355,            0.024417,            0.025928,                   0,            0.007624,            0.007624,            0.007624
                  74,            0.024992,           0.0071832,                   0,             0.88588,             0.85932,             0.89706,             0.41708,            0.024593,            0.025746,                   0,            0.007591,            0.007591,            0.007591
                  75,            0.025607,            0.007226,                   0,              0.8716,             0.82597,             0.86429,             0.40915,            0.024894,            0.025672,                   0,            0.007558,            0.007558,            0.007558
                  76,            0.024767,           0.0073249,                   0,             0.86161,             0.85805,             0.89009,             0.41993,            0.024528,            0.025639,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.025405,           0.0072983,                   0,              0.8907,             0.84791,             0.88389,             0.41283,            0.024538,             0.02577,                   0,            0.007492,            0.007492,            0.007492
                  78,            0.025052,           0.0072195,                   0,             0.88797,             0.83397,             0.88902,             0.41032,            0.024899,            0.025875,                   0,            0.007459,            0.007459,            0.007459
                  79,            0.024881,           0.0072739,                   0,             0.91275,             0.83143,             0.88169,             0.40255,            0.024759,            0.026764,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.025309,           0.0073303,                   0,             0.90864,             0.84664,             0.89592,             0.41286,            0.025002,            0.026106,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.024764,           0.0072085,                   0,             0.89132,              0.8403,              0.8797,             0.41825,            0.024779,            0.026098,                   0,             0.00736,             0.00736,             0.00736
                  82,             0.02451,           0.0073433,                   0,             0.90695,              0.8365,             0.89241,             0.41705,            0.024831,            0.025861,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.025619,           0.0072662,                   0,             0.90917,             0.83728,             0.90452,             0.42488,             0.02488,            0.025964,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.024764,            0.007207,                   0,             0.88238,             0.84625,             0.89814,             0.42137,            0.024634,            0.025954,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.024693,           0.0071474,                   0,             0.90774,             0.82003,             0.88237,             0.41879,            0.024582,            0.025804,                   0,            0.007228,            0.007228,            0.007228
                  86,            0.025246,           0.0073132,                   0,             0.89122,             0.85151,             0.89659,             0.42639,            0.024593,            0.025989,                   0,            0.007195,            0.007195,            0.007195
                  87,            0.024765,           0.0072872,                   0,             0.89894,             0.84551,             0.89422,             0.41708,            0.024678,            0.025928,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.024447,           0.0073107,                   0,             0.87106,             0.85625,             0.89101,             0.41914,            0.024483,            0.026131,                   0,            0.007129,            0.007129,            0.007129
                  89,            0.025365,           0.0070152,                   0,             0.90695,             0.83777,             0.89113,              0.4239,            0.024361,            0.025428,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.024482,           0.0071914,                   0,             0.89558,             0.84786,             0.89094,             0.41747,            0.024257,            0.025564,                   0,            0.007063,            0.007063,            0.007063
                  91,            0.024683,           0.0068954,                   0,             0.90257,             0.85551,             0.89647,             0.42313,            0.024773,            0.025731,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.024749,           0.0070312,                   0,             0.90142,              0.8365,             0.89293,             0.41659,            0.024723,            0.026088,                   0,            0.006997,            0.006997,            0.006997
                  93,            0.024309,           0.0071904,                   0,             0.89311,             0.85776,             0.88785,             0.41687,            0.024533,            0.025928,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.024961,           0.0070597,                   0,             0.89106,             0.82934,             0.87751,             0.42436,            0.024252,            0.025627,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.024156,           0.0070854,                   0,             0.90339,             0.84284,             0.89088,             0.41893,            0.024419,            0.025462,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.023924,           0.0069647,                   0,             0.90494,             0.85932,             0.90175,             0.43015,            0.024394,             0.02566,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.024099,           0.0071323,                   0,             0.88182,             0.83777,             0.87685,             0.42012,            0.024354,            0.026111,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.024269,           0.0069576,                   0,              0.8786,             0.85425,             0.88372,             0.41613,            0.024464,            0.026369,                   0,            0.006799,            0.006799,            0.006799
                  99,             0.02438,            0.007151,                   0,             0.87892,             0.86565,              0.8885,             0.42276,             0.02412,             0.02574,                   0,            0.006766,            0.006766,            0.006766
                 100,               0.024,           0.0070165,                   0,             0.89788,             0.85171,             0.89566,             0.42717,            0.024383,             0.02586,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.023731,           0.0071093,                   0,             0.91259,             0.85425,             0.90992,             0.42308,            0.024882,            0.025487,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.024161,           0.0071656,                   0,             0.88192,             0.85193,              0.8903,              0.4166,             0.02433,             0.02614,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.023709,           0.0071205,                   0,             0.89079,             0.84664,             0.89108,             0.42948,             0.02415,            0.026408,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.023805,               0.007,                   0,             0.89108,             0.85025,             0.89399,             0.42224,            0.024652,            0.026463,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.023604,           0.0069503,                   0,             0.89397,             0.85171,             0.88936,             0.42735,            0.024409,             0.02622,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.023684,            0.006866,                   0,             0.89705,             0.86058,             0.90028,             0.42975,            0.024144,            0.025803,                   0,            0.006535,            0.006535,            0.006535
                 107,            0.023609,           0.0070041,                   0,             0.89326,             0.85805,             0.90359,             0.42819,            0.024436,            0.025907,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.023682,           0.0068158,                   0,             0.88933,              0.8289,              0.8866,             0.42927,            0.024187,            0.025729,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.023821,           0.0067215,                   0,             0.86779,             0.86058,             0.89295,             0.42323,            0.024465,            0.025858,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.023374,            0.006924,                   0,             0.88405,             0.85171,             0.88754,             0.41827,            0.024574,             0.02606,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.024219,           0.0068654,                   0,             0.88483,             0.85932,             0.89374,             0.43212,            0.024194,            0.025774,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.023385,           0.0069333,                   0,             0.87454,             0.87452,             0.89889,             0.41859,            0.024875,            0.025607,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.023525,           0.0068467,                   0,             0.90357,             0.85505,             0.90772,             0.42708,             0.02452,            0.025519,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.023566,           0.0069697,                   0,             0.88526,             0.84918,             0.88065,             0.42282,            0.024527,            0.025786,                   0,            0.006271,            0.006271,            0.006271
                 115,             0.02338,           0.0069131,                   0,             0.90097,             0.83777,             0.88784,             0.42645,            0.024392,            0.025922,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.023103,            0.006807,                   0,             0.90593,             0.82996,             0.89275,             0.41537,            0.024647,            0.025632,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.023394,           0.0068601,                   0,             0.90326,             0.85425,             0.90685,             0.41721,            0.024226,            0.025699,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.022929,           0.0069946,                   0,             0.87504,             0.86093,             0.89095,             0.42034,            0.024654,            0.025887,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.023333,           0.0069149,                   0,             0.86638,             0.87199,             0.89935,             0.42676,            0.024194,            0.025868,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.023527,           0.0067674,                   0,             0.87107,              0.8392,             0.87707,             0.42681,             0.02444,            0.026031,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.022808,           0.0067879,                   0,             0.88608,             0.83791,             0.88402,             0.42273,            0.024174,             0.02592,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.022919,           0.0068101,                   0,             0.87152,             0.86312,             0.89515,             0.42996,            0.024073,            0.025878,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.023214,           0.0067362,                   0,             0.89709,             0.86174,             0.89757,             0.42484,            0.024548,            0.025516,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.023286,           0.0067393,                   0,             0.88631,             0.85961,             0.89422,              0.4229,            0.024506,            0.025913,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.022808,           0.0067783,                   0,              0.8879,             0.85329,             0.88883,             0.41831,            0.024483,            0.025779,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.022758,           0.0069957,                   0,             0.88875,             0.83777,             0.89166,             0.42936,            0.024115,            0.025583,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.023177,           0.0068364,                   0,              0.8733,             0.84738,                0.89,             0.41932,            0.024433,            0.025904,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.022861,            0.006878,                   0,             0.88941,             0.86565,             0.89976,             0.42049,            0.024611,             0.02592,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.022351,           0.0067764,                   0,             0.88145,             0.84537,             0.88329,             0.42081,            0.024506,            0.026207,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.022374,           0.0067382,                   0,             0.88169,             0.85954,             0.88685,             0.41976,            0.024834,            0.025995,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.022838,           0.0067726,                   0,             0.90681,             0.85298,             0.89492,             0.42543,            0.024364,            0.026167,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.023142,           0.0067419,                   0,             0.90366,             0.85425,             0.90157,             0.42633,            0.024353,            0.025604,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.022579,            0.006649,                   0,             0.90475,             0.85044,             0.89602,             0.42961,            0.024042,            0.025625,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.022634,           0.0068208,                   0,             0.88132,             0.87326,             0.90511,             0.42753,            0.024244,            0.025842,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.022657,           0.0066653,                   0,             0.89144,             0.86439,             0.89801,              0.4218,             0.02442,            0.026365,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.022653,           0.0066162,                   0,             0.88134,             0.85932,             0.90016,             0.41699,             0.02456,            0.026165,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.022314,           0.0067446,                   0,             0.89994,             0.85551,             0.90591,             0.42127,            0.024631,            0.025995,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.022506,           0.0067699,                   0,             0.90058,             0.85298,             0.89644,             0.41859,            0.024427,             0.02637,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.022569,            0.006692,                   0,             0.88554,             0.84664,              0.8864,             0.42388,             0.02414,            0.026125,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.022382,           0.0066452,                   0,              0.9053,              0.8403,             0.89372,             0.41585,            0.024727,            0.025979,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.022316,           0.0066645,                   0,             0.89426,             0.84664,             0.89015,             0.42426,            0.024464,            0.025891,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.022273,           0.0066949,                   0,             0.88708,             0.85628,             0.89041,             0.42425,            0.024301,            0.026304,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.021914,           0.0067033,                   0,             0.89509,             0.84345,             0.88203,             0.42034,            0.024474,            0.025913,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.021753,           0.0064885,                   0,             0.89398,             0.85501,             0.89111,             0.41985,            0.024606,            0.025976,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.021872,           0.0066202,                   0,             0.87459,             0.86619,              0.8901,             0.42023,            0.024375,            0.026342,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.022099,            0.006682,                   0,              0.9197,              0.8564,             0.90461,             0.42545,             0.02433,            0.025916,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.022496,           0.0065527,                   0,              0.8841,              0.8605,             0.89103,             0.41893,             0.02492,             0.02607,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.021852,           0.0064803,                   0,             0.87517,             0.87199,             0.89389,             0.42027,              0.0247,            0.025884,                   0,            0.005149,            0.005149,            0.005149
                 149,             0.02203,           0.0066326,                   0,             0.89307,             0.85742,             0.88995,             0.42354,             0.02472,            0.025695,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.021958,           0.0066016,                   0,             0.88107,             0.86185,             0.89665,             0.42689,            0.024361,            0.025817,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.022238,           0.0065373,                   0,             0.88099,             0.87253,             0.89625,             0.43073,             0.02458,            0.025885,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.021751,            0.006593,                   0,             0.89341,             0.84985,             0.89043,             0.42709,            0.024672,            0.025994,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.021672,           0.0064054,                   0,             0.88529,             0.85099,             0.89224,             0.42237,            0.024682,            0.026117,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.021695,             0.00656,                   0,             0.89849,             0.86378,             0.90462,             0.43117,            0.024644,            0.025796,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.021396,           0.0064662,                   0,             0.89696,             0.86054,             0.89519,             0.42603,            0.024843,            0.026214,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.021643,           0.0065656,                   0,             0.90651,             0.86026,             0.90545,             0.42889,             0.02475,            0.026003,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.021704,           0.0065637,                   0,             0.90076,             0.87072,             0.90621,             0.42942,            0.024558,            0.025769,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.021167,            0.006558,                   0,             0.89201,             0.84411,             0.88443,             0.42196,            0.024772,            0.026271,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.021166,           0.0063666,                   0,             0.86981,             0.88086,             0.89789,             0.41984,            0.024913,            0.026188,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.021355,           0.0065895,                   0,             0.87322,             0.87072,             0.89454,             0.42256,            0.024995,            0.026453,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.021074,           0.0064549,                   0,             0.89311,             0.86565,             0.90167,             0.42001,            0.024965,            0.026329,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.021228,           0.0063027,                   0,             0.91772,             0.86237,             0.91047,             0.42545,            0.024979,            0.026052,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.021382,           0.0066111,                   0,             0.88996,             0.85083,             0.89839,             0.42015,            0.025107,            0.026413,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.020985,           0.0064056,                   0,             0.89615,             0.86185,             0.89085,             0.41935,            0.025084,            0.025928,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.021253,             0.00646,                   0,             0.89198,             0.86865,             0.89779,             0.42357,            0.024781,            0.026461,                   0,            0.004588,            0.004588,            0.004588
