   177/199     3.26G   0.01694  0.002266         0   0.01921        27      1024    0.9146    0.8428    0.9025    0.4128   0.06108   0.01571         0
   178/199     3.26G   0.01613  0.002237         0   0.01837        15      1024    0.9149    0.8466    0.9051    0.4154   0.06109    0.0158         0
   179/199     3.26G   0.01482  0.002227         0   0.01705        19      1024    0.9201    0.8466    0.9049    0.4136   0.06113   0.01583         0
   180/199     3.26G   0.01593  0.002278         0   0.01821        27      1024    0.9268    0.8504    0.9098    0.4085   0.06115   0.01564         0
   181/199     3.26G   0.01371  0.002252         0   0.01596        17      1024    0.9059    0.8669    0.9107    0.4076   0.06111   0.01589         0
   182/199     3.26G   0.01586  0.002243         0    0.0181        36      1024    0.9161    0.8441    0.9014    0.4166   0.06108   0.01568         0
   183/199     3.26G    0.0148  0.002273         0   0.01707        29      1024    0.9214    0.8479    0.9077    0.4113   0.06113   0.01564         0
   184/199     3.26G   0.01404  0.002166         0    0.0162        33      1024    0.9197    0.8454    0.9021    0.4088   0.06122   0.01578         0
   185/199     3.26G   0.01321  0.002144         0   0.01536        24      1024    0.9096    0.8555    0.9011    0.4075   0.06118   0.01603         0
   186/199     3.26G   0.01475  0.002114         0   0.01686        21      1024    0.8823    0.8643    0.9029    0.4089   0.06114   0.01601         0
   187/199     3.26G   0.01395  0.002268         0   0.01622        26      1024    0.9038     0.858    0.9006    0.4101   0.06113    0.0157         0
   188/199     3.26G   0.01453  0.002212         0   0.01675        38      1024    0.9153    0.8491       0.9    0.4098   0.06114    0.0158         0
   189/199     3.26G   0.01327  0.002117         0   0.01539        21      1024    0.9119     0.853    0.9041    0.4078   0.06108   0.01584         0
   190/199     3.26G   0.01486  0.002112         0   0.01697        26      1024    0.9146    0.8555     0.905     0.404   0.06109   0.01588         0
   191/199     3.26G   0.01505  0.002165         0   0.01721        34      1024    0.9085    0.8555    0.9056    0.4102   0.06107   0.01582         0
   192/199     3.26G   0.01586  0.002223         0   0.01808        18      1024    0.9142    0.8504    0.9045    0.4144   0.06105   0.01567         0
   193/199     3.26G   0.01511  0.002212         0   0.01732        16      1024    0.9246    0.8542    0.9077      0.41   0.06107   0.01593         0
   194/199     3.26G    0.0146  0.002151         0   0.01675        27      1024    0.9193    0.8542    0.9057    0.4108   0.06106   0.01577         0
   195/199     3.26G   0.01513  0.002224         0   0.01735        34      1024    0.9202    0.8504    0.9046    0.4135   0.06104   0.01586         0
   196/199     3.26G   0.01543  0.002178         0   0.01761        16      1024    0.9355    0.8479    0.9101    0.4103   0.06108   0.01574         0
   197/199     3.26G   0.01544  0.002259         0    0.0177        19      1024    0.9184    0.8706    0.9113    0.4106   0.06112   0.01568         0
   198/199     3.26G   0.01422   0.00222         0   0.01644        30      1024    0.9181    0.8669    0.9119    0.4166   0.06105    0.0157         0
   199/199     3.26G   0.01349  0.002249         0   0.01573        26      1024    0.9236    0.8593    0.9083    0.4117   0.06104   0.01576         0
   201/299    0.692G   0.01764   0.00291         0   0.02055        16      1024    0.7576    0.7034    0.7244    0.2378   0.06447     0.019         0
   202/299     3.18G   0.01782  0.002731         0   0.02055        29      1024    0.8377     0.772    0.8156     0.344   0.06229   0.01849         0
   203/299      3.2G   0.01531  0.002588         0    0.0179        31      1024    0.8305    0.8072    0.8417    0.3637    0.0621   0.01785         0
   204/299     3.21G   0.01584  0.002554         0   0.01839        20      1024    0.8372    0.7959    0.8343    0.3554   0.06201   0.01804         0
   205/299     3.23G   0.01606  0.002549         0   0.01861        18      1024    0.8446    0.8137    0.8468    0.3614   0.06181   0.01792         0
   206/299     3.23G   0.01446  0.002485         0   0.01695        21      1024     0.871    0.7957    0.8474    0.3714   0.06175   0.01758         0
   207/299     3.23G   0.01571  0.002487         0    0.0182        35      1024     0.889    0.7934    0.8508    0.3672   0.06179   0.01733         0
   208/299     3.23G   0.01609   0.00246         0   0.01855        33      1024    0.8789    0.8096     0.854    0.3781    0.0617   0.01738         0
